agency_id,agency_name,services_offered,affiliated_clients,operating_regions,travel_partners,contact_email,phone_number,website
555,Tanzania Soccer Travel,"Tanzania club logistics, CAF Champions League, Youth player scouting","Tanzania national team, Azam FC, FIFA scouts","Tanzania, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@tanzaniasoccertravel.com,+255 2 6543 321,https://www.tanzaniasoccertravel.com
556,Rwanda Elite Soccer Travel,"Rwanda club logistics, CAF Champions League, Youth soccer scouting","Rwanda national team, AS Kigali, FIFA scouts","Rwanda, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@rwandasoccertravel.com,+250 2 6543 321,https://www.rwandasoccertravel.com
557,Gambia Soccer Travel,"Gambia club logistics, CAF Champions League, Youth player scouting","Gambia national team, Gamtel FC, FIFA scouts","Gambia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@gambiasoccertravel.com,+220 2 6543 321,https://www.gambiasoccertravel.com
558,Liberia Soccer Travel,"Liberia club logistics, CAF Champions League, Youth player scouting","Liberia national team, Nimba United, FIFA scouts","Liberia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@liberiasoccertravel.com,+231 2 6543 321,https://www.liberiasoccertravel.com
559,Malawi Soccer Travel,"Malawi club logistics, CAF qualifiers, Youth player scouting","Malawi national team, Blue Eagles FC, FIFA scouts","Malawi, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@malawisoccertravel.com,+265 2 6543 321,https://www.malawisoccertravel.com
560,South Sudan Soccer Travel,"South Sudan club logistics, CAF regional tournaments, Youth player scouting","South Sudan national team, Munuki FC, FIFA scouts","South Sudan, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@southsudansoccertravel.com,+211 2 6543 321,https://www.southsudansoccertravel.com
561,São Tomé Soccer Travel,"São Tomé club logistics, CAF qualifiers, Youth player scouting","São Tomé national team, Sporting Praia Cruz, FIFA scouts","São Tomé and Príncipe, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@saotomesoccertravel.com,+239 2 6543 321,https://www.saotomesoccertravel.com
562,Eswatini Soccer Travel,"Eswatini club logistics, CAF qualifiers, Youth soccer scouting","Eswatini national team, Mbabane Swallows FC, FIFA scouts","Eswatini (Swaziland), Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@eswatinisoccertravel.com,+268 2 6543 321,https://www.eswatinisoccertravel.com
563,Mozambique Soccer Travel,"Mozambique club logistics, CAF Champions League, Youth player scouting","Mozambique national team, Ferroviário de Maputo, FIFA scouts","Mozambique, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@mozambiquesoccertravel.com,+258 2 6543 321,https://www.mozambiquesoccertravel.com
564,Mauritius Soccer Travel,"Mauritius club logistics, CAF regional tournaments, Youth player scouting","Mauritius national team, ASPL 2000, FIFA scouts","Mauritius, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@mauritiussoccertravel.com,+230 2 6543 321,https://www.mauritiussoccertravel.com
565,Reunion Soccer Travel,"Reunion club logistics, CAF regional tournaments, Youth soccer scouting","Reunion national team, JS Saint-Pierroise, FIFA scouts","Reunion, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@reunionsoccertravel.com,+262 2 6543 321,https://www.reunionsoccertravel.com
566,Malawi Soccer Travel,"Malawi club logistics, CAF qualifiers, Youth player scouting","Malawi national team, Silver Strikers FC, FIFA scouts","Malawi, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@malawisoccertravel.com,+265 2 6543 321,https://www.malawisoccertravel.com
567,Zambia Soccer Travel,"Zambia club logistics, CAF Champions League, Youth player scouting","Zambia national team, Power Dynamos FC, FIFA scouts","Zambia, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@zambiasoccertravel.com,+260 2 6543 321,https://www.zambiasoccertravel.com
568,Eritrea Soccer Travel,"Eritrea club logistics, CAF qualifiers, Youth soccer scouting","Eritrea national team, Red Sea FC, FIFA scouts","Eritrea, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@eritreasoccertravel.com,+291 2 6543 321,https://www.eritreasoccertravel.com
569,Botswana Soccer Travel,"Botswana club logistics, CAF Champions League, Youth player scouting","Botswana national team, Jwaneng Galaxy FC, FIFA scouts","Botswana, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@botswanasoccertravel.com,+267 2 6543 321,https://www.botswanasoccertravel.com
570,Angola Soccer Travel,"Angola club logistics, CAF Champions League, Youth player scouting","Angola national team, Petro de Luanda, FIFA scouts","Angola, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@angolasoccertravel.com,+244 2 6543 321,https://www.angolasoccertravel.com
571,Central African Republic Soccer Travel,"Central African Republic club logistics, CAF regional tournaments, Youth player scouting","CAF national team, Tempête Mocaf, FIFA scouts","Central African Republic, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@car-soccertravel.com,+236 2 6543 321,https://www.car-soccertravel.com
572,Burkina Faso Soccer Travel,"Burkina Faso club logistics, CAF Champions League, Youth player scouting","Burkina Faso national team, ASFA Yennenga, FIFA scouts","Burkina Faso, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@burkinafasosoccertravel.com,+226 2 6543 321,https://www.burkinafasosoccertravel.com
573,Chad Soccer Travel,"Chad club logistics, CAF qualifiers, Youth soccer scouting","Chad national team, Renaissance FC, FIFA scouts","Chad, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@chadsoccertravel.com,+235 2 6543 321,https://www.chadsoccertravel.com
574,Sierra Leone Soccer Travel,"Sierra Leone club logistics, CAF Champions League, Youth player scouting","Sierra Leone national team, FC Kallon, FIFA scouts","Sierra Leone, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@sierraleonesoccertravel.com,+232 2 6543 321,https://www.sierraleonesoccertravel.com
575,Gabon Soccer Travel,"Gabon club logistics, CAF Champions League, Youth player scouting","Gabon national team, Mangasport FC, FIFA scouts","Gabon, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@gabonsoccertravel.com,+241 2 6543 321,https://www.gabonsoccertravel.com
576,Niger Soccer Travel,"Niger club logistics, CAF qualifiers, Youth soccer scouting","Niger national team, AS SONIDEP, FIFA scouts","Niger, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@nigersoccertravel.com,+227 2 6543 321,https://www.nigersoccertravel.com
577,Togo Soccer Travel,"Togo club logistics, CAF Champions League, Youth player scouting","Togo national team, AC Semassi FC, FIFA scouts","Togo, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@togosoccertravel.com,+228 2 6543 321,https://www.togosoccertravel.com
578,Equatorial Guinea Soccer Travel,"Equatorial Guinea club logistics, CAF Champions League, Youth player scouting","Equatorial Guinea national team, Futuro Kings FC, FIFA scouts","Equatorial Guinea, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@equatorialguineasoccertravel.com,+240 2 6543 321,https://www.equatorialguineasoccertravel.com
579,Cape Verde Soccer Travel,"Cape Verde club logistics, CAF Champions League, Youth player scouting","Cape Verde national team, Mindelense FC, FIFA scouts","Cape Verde, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@capeverdesoccertravel.com,+238 2 6543 321,https://www.capeverdesoccertravel.com
580,Lesotho Soccer Travel,"Lesotho club logistics, CAF qualifiers, Youth player scouting","Lesotho national team, Lesotho Correctional Services FC, FIFA scouts","Lesotho, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@lesothosoccertravel.com,+266 2 6543 321,https://www.lesothosoccertravel.com
581,Benin Soccer Travel,"Benin club logistics, CAF qualifiers, Youth soccer scouting","Benin national team, Dragons de l'Ouémé, FIFA scouts","Benin, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@beninsoccertravel.com,+229 2 6543 321,https://www.beninsoccertravel.com
582,Zanzibar Soccer Travel,"Zanzibar club logistics, CECAFA tournaments, Youth soccer scouting","Zanzibar national team, KMKM SC, FIFA scouts","Zanzibar, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@zanzibarsoccertravel.com,+255 2 6543 321,https://www.zanzibarsoccertravel.com
583,Burundi Soccer Travel,"Burundi club logistics, CAF qualifiers, Youth player scouting","Burundi national team, Musongati FC, FIFA scouts","Burundi, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@burundisoccertravel.com,+257 2 6543 321,https://www.burundisoccertravel.com
584,Djibouti Soccer Travel,"Djibouti club logistics, CAF regional tournaments, Youth soccer scouting","Djibouti national team, AS Port, FIFA scouts","Djibouti, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@djiboutisoccertravel.com,+253 2 6543 321,https://www.djiboutisoccertravel.com
585,Comoros Soccer Travel,"Comoros club logistics, CAF qualifiers, Youth player scouting","Comoros national team, Fomboni FC, FIFA scouts","Comoros, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@comorossoccertravel.com,+269 2 6543 321,https://www.comorossoccertravel.com
586,Mauritania Soccer Travel,"Mauritania club logistics, CAF qualifiers, Youth soccer scouting","Mauritania national team, FC Tevragh-Zeina, FIFA scouts","Mauritania, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@mauritaniasoccertravel.com,+222 2 6543 321,https://www.mauritaniasoccertravel.com
587,Mozambique Soccer Travel,"Mozambique club logistics, CAF Champions League, Youth player scouting","Mozambique national team, Liga Desportiva de Maputo, FIFA scouts","Mozambique, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@mozambiquesoccertravel.com,+258 2 6543 321,https://www.mozambiquesoccertravel.com
588,Liberia Soccer Travel,"Liberia club logistics, CAF Champions League, Youth player scouting","Liberia national team, Barrack Young Controllers FC, FIFA scouts","Liberia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@liberiasoccertravel.com,+231 2 6543 321,https://www.liberiasoccertravel.com
589,Malawi Soccer Travel,"Malawi club logistics, CAF qualifiers, Youth player scouting","Malawi national team, Karonga United, FIFA scouts","Malawi, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@malawisoccertravel.com,+265 2 6543 321,https://www.malawisoccertravel.com
590,South Sudan Soccer Travel,"South Sudan club logistics, CAF regional tournaments, Youth player scouting","South Sudan national team, Kator FC, FIFA scouts","South Sudan, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@southsudansoccertravel.com,+211 2 6543 321,https://www.southsudansoccertravel.com
591,São Tomé Soccer Travel,"São Tomé club logistics, CAF qualifiers, Youth player scouting","São Tomé national team, UDRA São Tomé, FIFA scouts","São Tomé and Príncipe, Central Africa, Africa","Hotels, Airlines, Soccer training academies",info@saotomesoccertravel.com,+239 2 6543 321,https://www.saotomesoccertravel.com
592,Seychelles Soccer Travel,"Seychelles club logistics, CAF qualifiers, Youth soccer scouting","Seychelles national team, Côte d’Or FC, FIFA scouts","Seychelles, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@seychellessoccertravel.com,+248 2 6543 321,https://www.seychellessoccertravel.com
593,Gambia Soccer Travel,"Gambia club logistics, CAF Champions League, Youth player scouting","Gambia national team, Brikama United, FIFA scouts","Gambia, West Africa, Africa","Hotels, Airlines, Soccer training academies",info@gambiasoccertravel.com,+220 2 6543 321,https://www.gambiasoccertravel.com
594,Rwanda Soccer Travel,"Rwanda club logistics, CAF Champions League, Youth soccer scouting","Rwanda national team, Police FC, FIFA scouts","Rwanda, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@rwandasoccertravel.com,+250 2 6543 321,https://www.rwandasoccertravel.com
595,Botswana Soccer Travel,"Botswana club logistics, CAF Champions League, Youth player scouting","Botswana national team, Orapa United FC, FIFA scouts","Botswana, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@botswanasoccertravel.com,+267 2 6543 321,https://www.botswanasoccertravel.com
596,Ethiopia Soccer Travel,"Ethiopia club logistics, CECAFA tournaments, Youth soccer scouting","Ethiopia national team, Bahir Dar Kenema FC, FIFA scouts","Ethiopia, East Africa, Africa","Hotels, Airlines, Soccer training academies",info@ethiopiasoccertravel.com,+251 2 6543 321,https://www.ethiopiasoccertravel.com
597,Madagascar Soccer Travel,"Madagascar club logistics, CAF qualifiers, Youth player scouting","Madagascar national team, AS Adema, FIFA scouts","Madagascar, Indian Ocean, Africa","Hotels, Airlines, Soccer training academies",info@madagascarsoccertravel.com,+261 2 6543 321,https://www.madagascarsoccertravel.com
598,Namibia Soccer Travel,"Namibia club logistics, CAF Champions League, Youth player scouting","Namibia national team, Tura Magic FC, FIFA scouts","Namibia, Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@namibiasoccertravel.com,+264 2 6543 321,https://www.namibiasoccertravel.com
599,Eswatini Soccer Travel,"Eswatini club logistics, CAF qualifiers, Youth soccer scouting","Eswatini national team, Manzini Wanderers FC, FIFA scouts","Eswatini (Swaziland), Southern Africa, Africa","Hotels, Airlines, Soccer training academies",info@eswatinisoccertravel.com,+268 2 6543 321,https://www.eswatinisoccertravel.com
600,Sudan Soccer Travel,"Sudan club logistics, CAF Champions League, Youth player scouting","Sudan national team, Al-Merrikh SC, FIFA scouts","Sudan, North Africa, Africa","Hotels, Airlines, Soccer training academies",info@sudansoccertravel.com,+249 2 6543 321,https://www.sudansoccertravel.com
